movieId,vector
442,0.028751371 0.029175762 -0.20681724 0.24339627 0.20453225 -0.36107975 0.080784455 0.19811064 -0.3600351 -0.0733756 -0.16243248 -0.15537052 -0.03512235 0.11358417 0.0998099 -0.07714934 0.024482286 -0.2067028 -0.15299162 -0.46434176 -0.18565446 -0.14684832 -0.04733478 -0.27630597 -0.0015470268 -0.018071167 -0.23724541 -0.08613945 -0.22840965 -0.09669091 0.085353374 0.13298751 0.34859473 -0.03839477 -0.041239478 0.14119728 0.18098378 -0.30042222 -0.14076142 -0.15312192 0.038927726 -0.22288129 0.16821726 -0.10384735 0.15744236 0.2407184 -0.13204765 -0.2540321 0.41470394 0.36184824 -0.024179755 -0.0684881 -0.035506397 0.22728941 0.010756263 0.06426263 0.11566751 0.08987337 -0.18836834 0.37612405 0.119982064 -0.13350302 0.35285416 -0.082347 -0.3661612 0.07388598 0.1778965 0.12928273 -0.38373044 0.32630658 -0.013751438 0.081161 0.02916262 0.1467489 0.37697428 -0.1426175 -0.034131102 -0.06408474 -0.12724023 0.018675078 0.009171706 0.12316775 -0.28500316 0.24753504 -0.0786432 -0.0664402 0.113192536 0.10191959 0.27827182 0.10372233 0.33198673 0.17233822 0.073093794 0.11238552 0.08232533 0.0036982112 0.104436845 -0.044780526 0.08431506 0.07078518
266,0.07774777 0.027964054 -0.10327015 0.056266077 0.09139674 -0.07470451 0.15778129 0.3438165 -0.23207936 -0.042690936 -0.108948275 -0.26506987 0.16515571 0.19108228 0.08804553 -0.17467098 0.08708712 -0.33795172 -0.050849408 -0.44739673 0.076063775 -0.032851085 -0.084536985 -0.21193635 -0.114030324 0.007381875 -0.11683587 -0.02770415 -0.09496507 -0.012547721 -0.11364978 0.12603086 0.24606282 -0.06726177 -0.06667647 0.3275959 0.1434899 0.004568469 0.013740702 -0.057453193 0.036792964 -0.18408841 0.024131037 -0.034730535 0.35096937 0.17219903 -0.04601337 -0.14127702 0.24203081 0.049854796 0.048650764 -0.023906315 0.007534401 -0.116146214 0.012737275 -0.010744576 0.1332566 -0.028589934 -0.18302034 0.24235532 0.14435783 -0.12741798 0.20722061 -0.09411379 -0.27279624 0.23500323 -0.016889699 0.22586317 -0.41773415 0.35883668 0.022023305 0.09488613 0.1106022 -0.0127773555 0.38054585 -0.020257493 0.15817706 0.047441497 -0.19214301 0.082327 -0.081715085 0.09642332 -0.35656998 0.19101523 -0.091038026 -0.23412122 0.22315942 0.1554019 0.26137263 -0.074749924 0.49287963 0.29879174 0.11534082 0.17063245 0.45076802 0.19756651 0.18671268 0.08947434 0.093462214 -0.051106613
628,-0.21273617 0.12129395 -0.28760177 0.065820836 -0.017508656 -0.16220167 0.11556916 0.29949325 -0.0030438697 0.1720432 -0.24195486 -0.23111841 -0.12092887 -0.1166757 0.12688267 -0.16134611 0.23274772 -0.4229741 -0.12568358 -0.19754857 0.030761508 0.018547045 -0.039303474 -0.28974044 -0.12219145 0.25703546 -0.1431706 -0.19446331 -0.13716976 -0.028215135 0.15027754 -0.011538 0.3205344 0.34063044 -0.24565424 0.18092646 0.09098757 0.138734 -0.051391054 -0.48149115 -0.028722553 -0.32794243 0.026824418 0.056685813 0.090008244 -0.09286342 0.13733059 0.04058104 -0.1461285 0.18852068 -0.1632641 -0.17665505 -0.17819667 0.240109 -0.048021995 0.1512605 0.08932696 0.24106857 -0.37537047 0.2554057 -0.04157331 0.0073686107 0.12919118 0.20655075 -0.13999946 0.27112666 0.0772943 0.24518695 0.019486703 0.39292732 0.02140145 0.06491434 0.21390054 -0.37069654 -0.015704906 -0.0657336 -0.0721133 0.07055812 -0.1198751 -0.08206979 0.0054589603 -0.015775079 -0.09498272 0.004981215 -0.026859637 0.049411394 -0.0199496 0.4053658 0.19262485 -0.12190188 0.09702363 0.1388879 -0.06158399 0.095093705 0.40527728 0.15669872 0.37799877 -0.08853277 -0.026145905 0.03775574
235,-0.039597124 0.30976662 0.101361476 0.12855987 -0.0022534602 -0.25078997 0.19870247 0.3504823 -0.19417587 -0.14794305 -0.09483225 -0.25665402 0.07533508 0.20389792 0.1921638 -0.07699052 0.093686655 -0.24133113 -0.032054946 -0.35623106 0.07320317 0.15700468 -0.064396136 -0.04685277 -0.124135226 0.08335183 -0.06945537 0.14475025 -0.28762257 -0.0636243 0.11119503 0.06796242 0.0140835615 -0.19135597 -0.16732007 0.20276521 0.38079226 -0.20437406 -0.14240895 -0.15547642 0.05458503 -0.26541105 -0.29488015 -0.19491272 0.42234647 0.060809217 -0.051661987 -0.11061069 0.22632332 0.003943438 0.16589163 -0.13862376 -0.018913595 -0.12669556 -0.10157577 0.08338097 -0.011375015 -0.042298287 -0.072833955 0.1666339 0.032991905 -0.025510183 0.17316689 -0.09201521 -0.118558824 0.3780297 -0.13455752 0.13752165 -0.24968265 0.15186888 -0.14338495 0.07890137 0.004543557 -0.08875533 0.259807 0.06423197 0.029104115 -0.040038038 -0.18476842 0.062460497 0.056051373 -0.008694032 -0.34886202 0.2948632 -0.18152016 -0.21205129 0.06552473 0.033156212 0.4087334 -0.10025595 0.34962142 -0.059486043 0.0016537713 -0.03798748 0.3204434 0.39081752 0.29623783 0.0369625 0.013256546 -0.026794713
208,0.1108694 -0.19050731 -0.17471173 0.007820105 -0.07310093 -0.3827368 -0.020725088 0.41391838 -0.34031516 -0.1629737 -0.16868515 -0.33112648 -0.086170025 -0.19499522 -0.21319363 -0.060345937 0.10806303 -0.32764202 -0.07573639 -0.32303798 -0.04249112 -0.3001937 0.14819865 -0.47382605 -0.2209511 -0.0461325 -0.18636975 -0.29554498 0.03254573 -0.31571138 0.08466587 -0.00612657 0.4419051 0.109582774 0.080471925 0.40195596 0.0011056747 0.07598793 -0.07187908 -0.27175087 -0.026708614 -0.062131476 0.09183386 0.14771752 0.040691845 0.04084251 -0.26136443 -0.034893982 0.052231636 0.29240054 -0.13515015 -0.09269681 -0.005811184 0.06102054 0.19485766 -0.11875158 0.2279581 -0.09513755 -0.3447314 0.15296622 -0.09805372 -0.096338466 0.23079266 -0.076356314 -0.456945 0.22060399 -0.05450611 0.2838627 -0.3873902 0.5892353 -0.2830639 -0.08382055 0.2495853 0.017994102 0.54568356 -0.08263126 -0.0003857025 -0.14501569 -0.10395645 -0.042390693 -0.34742013 0.22180906 -0.46645528 0.28459868 -0.19840774 -0.10824825 0.18178721 0.2202031 0.18079184 0.24549519 0.17538942 0.27781454 0.048048258 0.21311398 0.36599332 -0.17054184 -0.12943575 0.021624396 0.1966904 -0.17136559
494,0.030826045 0.11281881 -0.29962865 0.09666438 0.13268262 -0.4363757 0.05681542 0.28790307 -0.17757009 -0.022851504 -0.2549107 -0.03527491 -0.23616914 0.13376766 0.13810322 -0.06915209 0.090071544 -0.14461279 -0.1809334 -0.24738406 -0.080102935 -0.28997663 -0.07537617 -0.2556698 -0.18302107 0.07621219 0.0024089273 -0.2192241 -0.3078939 -0.062398225 0.37899882 -0.19244745 0.44481376 0.050537556 -0.09993396 0.26231372 -0.18363188 -0.25418383 -0.16150837 -0.3648522 0.1982355 -0.29846138 -0.13653654 -0.18554159 -0.081818156 0.040104557 -0.14848563 -0.08337171 0.33845404 0.46157035 0.06532452 0.056605 -0.03156455 0.34571332 -0.13913488 0.37617272 0.011378421 0.25532433 -0.4489816 0.32079628 0.08000679 -0.20690608 0.2681506 0.03579855 -0.08764556 0.17868735 0.3297504 0.16235213 -0.14973143 0.24151516 -0.097632565 -0.05394725 0.076570705 -0.066797875 0.19290942 -0.05600519 -0.12005054 0.17880476 -0.016602786 0.21168369 -0.29142192 0.15309308 -0.19388074 0.21054307 -0.24349171 0.10830059 0.16313936 0.26095545 0.46566978 0.19202557 0.103476286 0.10583397 0.04476548 0.1510442 -0.012396245 0.054300625 0.029707268 -0.21278678 -0.009607354 -0.07077476
786,-0.26105568 -0.013297168 -0.20905009 0.07657469 0.25572208 -0.47442645 0.21092601 0.16529761 -0.23547123 -0.037364792 -0.2810684 0.037735004 -0.08038845 0.062277537 0.36097002 -0.17325127 0.04107096 -0.006540904 -0.32710382 -0.28607243 -0.15260051 -0.360501 0.00013993634 -0.14484408 -0.28585806 0.036845222 0.0012483171 -0.2674818 -0.26382476 -0.23564428 0.4215549 0.012781314 0.36815932 0.07249349 -0.15111403 0.28519803 -0.02280759 -0.03977265 -0.21062498 -0.45149857 0.099013954 -0.2830464 -0.14124793 -0.06959946 -0.16263554 0.033754945 0.024664847 -0.047109317 0.20599872 0.58657044 0.025863783 -0.07192957 0.018344978 0.462306 -0.110265665 0.3991794 -0.005300234 0.25838685 -0.4572393 0.28204566 0.067692876 -0.08345854 0.38422975 0.24460855 -0.27253142 0.063429974 0.2971879 0.23880205 -0.18327644 0.2496519 -0.015290857 0.016669849 0.22779165 -0.07994967 0.07938416 -0.0180267 -0.13492362 0.19872546 0.032173876 0.08882833 -0.13994129 -0.03971275 -0.17459491 -0.030082304 -0.1361601 0.12183708 0.13660118 0.39406028 0.37377256 -0.013519732 0.15060042 0.16147889 0.09439575 0.28675818 0.08188101 0.025079751 0.18419333 -0.36521122 0.044468373 -0.030243881
163,0.07110203 0.3136188 -0.18499897 0.11931256 0.17764944 -0.27323055 0.21411318 0.36067605 -0.19128136 -0.12203141 -0.14390121 -0.3400791 0.020643057 0.17983381 0.16031593 -0.025292417 0.10231994 -0.21471076 -0.01809706 -0.28990844 0.06046366 -0.041980077 -0.08597004 -0.19055474 -0.1891218 0.20937607 0.02155093 -0.15563793 -0.24493343 -0.13671099 0.21515182 -0.036676474 0.14472765 -0.081247844 0.037548106 0.10866107 0.12739082 -0.25322375 -0.08987396 -0.23064344 0.02104657 -0.31893486 -0.06126979 -0.21366432 0.025715867 0.119682655 -0.022388557 -0.20259033 0.22983332 0.26684892 0.12013139 -0.031195702 -0.105906844 0.06924847 -0.12860323 0.2647821 0.03543795 0.06863652 -0.23117723 0.30619216 0.13926639 -0.078752786 0.22412169 -0.086877875 -0.044535242 0.2962395 0.14684352 0.111460745 -0.12713335 0.28885776 -0.052569773 0.08942564 -0.0111145275 -0.10456544 0.37138632 0.07273705 -0.15542841 0.0856163 -0.075440854 0.072910585 -0.12877925 0.05774117 -0.44835666 0.24694376 -0.14533448 -0.089706235 0.20007229 0.29687405 0.5236387 -0.09364439 0.17412555 0.08667901 0.07390959 -0.10884413 0.05521412 0.09137802 0.21906146 0.016720515 0.19527635 -0.059524857
471,-0.220715 0.28849316 0.051353212 0.06490442 0.077452555 -0.10393676 0.012485748 0.30335695 -0.2928077 0.0006119686 -0.017863035 -0.21039557 -0.018209986 0.1277894 0.15249252 -0.063310966 0.16937198 -0.13268973 0.14653456 -0.2897947 0.07184764 0.13542908 0.08454123 -0.06009008 0.05469395 -0.041962303 -0.088010944 -0.008717179 -0.25100794 -0.1280739 -0.097457625 0.0919446 0.12623243 -0.023153365 -0.16342159 0.13545127 0.059860542 -0.25794914 0.028808188 -0.1747485 -0.047775824 -0.17699541 0.046390463 -0.05056621 0.035937272 0.03563319 -0.049957264 -0.2573698 0.08924197 -0.12012851 0.011502812 -0.038680084 0.0016217382 -0.039575554 -0.03308637 0.1598619 -0.001900607 0.04915672 -0.0073969658 0.24842142 0.050917912 -0.039428122 -0.009507949 -0.0018470202 -0.2082253 0.115194455 0.15865117 0.21091577 -0.28964093 0.16828434 -0.16842318 0.021750545 0.15369187 -0.031221993 0.15427607 0.14371242 0.10527675 0.09451222 -0.38899398 0.1782859 0.037599877 -0.011550044 -0.20614856 0.17791778 -0.042512193 -0.03597201 -0.09196356 0.15766472 0.2381489 -0.22649062 0.36051795 -0.0062647318 -0.0944066 -0.050560392 0.31213984 0.37350565 0.27375165 -0.020445557 -0.061412994 0.0027409757
802,-0.16601954 0.22440468 -0.36402363 -0.040074367 0.10117378 -0.16235241 0.0815176 0.2161208 0.040417943 0.06736973 -0.108927935 -0.16925731 -0.086970344 -0.02767264 0.17483397 -0.15655698 0.031503037 -0.1839146 -0.22378759 -0.26209813 -0.043963954 -0.016098842 -0.101906784 -0.21630009 -0.11537019 0.20971274 -0.18125725 -0.22840469 -0.2274134 -0.078449965 0.16387156 0.23703392 0.14187026 0.13036837 -0.13023123 0.20960964 -0.09240914 -0.06320749 -0.1961231 -0.3644696 0.10314489 -0.32620698 -0.052171323 -0.082964644 0.08404247 0.10331408 0.13664968 -0.09191965 0.08216038 0.3285931 0.09531623 -0.06168483 -0.07733036 0.30688256 -0.16100447 0.23671259 -0.06480422 0.21017519 -0.42077562 0.25458735 0.14679278 -0.049429942 0.17590843 0.16177069 -0.2272955 0.14943345 0.2947667 0.21708107 -0.09196321 0.3892529 -0.046569336 0.10228835 0.028491307 -0.24155803 -0.035478428 0.037770625 -0.12894152 0.12027014 -0.04746779 0.17819451 -0.09080161 -0.054154955 -0.19328098 0.013049862 -0.0466744 0.18362129 0.17077905 0.40340668 0.25543487 -0.07320649 0.19322567 0.07762964 0.16325074 0.11663566 0.15554164 0.12717856 0.24059588 -0.2302066 -0.028493922 0.031960096
914,-0.18858112 0.2883821 0.11178236 -0.2635371 -0.027800674 -0.18381749 0.113325216 0.19574659 0.089922234 -0.059751507 0.22081323 -0.21557905 0.07766539 0.11156703 -0.08606845 0.040993474 0.023694828 -0.29100013 -0.035664096 -0.3665899 0.10749478 0.14928778 -0.12819424 -0.18263538 -0.014061169 -0.22126327 -0.15695778 -0.07189272 -0.048426706 0.10246654 0.09403871 0.35309613 -0.42322913 0.02800889 -0.22200367 0.06775165 -0.1410884 0.08020235 -0.008511184 -0.34784696 0.037875783 -0.017166061 -0.2848287 0.035248052 0.27709484 -0.21969467 0.10087431 -0.11943958 -0.03791031 -0.13574782 0.46074373 -0.11960362 0.2560277 -0.25533557 -0.19903928 0.10326631 0.19186258 -0.027378835 -0.14329523 0.15539068 0.06981893 0.22595239 -0.28423816 -0.025263084 -0.19818053 0.1371384 0.07232061 0.13429749 -0.2354757 0.27791762 -0.2365167 0.03632662 0.12715611 0.116645984 0.12015494 0.31109032 0.059639297 -0.14318766 -0.2467339 0.12235366 -0.20973903 0.013179137 -0.34876657 0.4226247 -0.22498669 -0.05559036 0.26216078 0.22638617 0.11326431 -0.051066097 0.21755189 0.101063244 0.34241974 0.06479021 0.29609936 0.19412543 0.068126485 -0.15757668 0.08719823 -0.070135236
350,0.08375451 0.13532324 -0.3461388 0.20260012 0.12907164 -0.17549637 0.08965122 0.30045357 -0.27710837 -0.060759265 -0.21404041 -0.21268563 0.09387806 0.112156615 0.08960729 -0.23356937 0.08311766 -0.33262286 -0.072172664 -0.46017668 0.001985717 -0.13197659 -0.1698932 -0.15500776 -0.04751397 0.12509857 -0.22272956 -0.16323872 -0.16339391 0.104325235 -0.08469211 0.20531441 0.24580663 -0.052721426 -0.0042279647 0.13930342 0.052128732 -0.34651455 -0.050163653 -0.14438225 0.100686975 -0.22422244 0.14693484 -0.03393591 0.31626356 0.30437845 -0.02925461 -0.24891284 0.4958249 0.2398906 0.0843745 0.037689302 -0.05772234 0.1595595 0.097621396 0.06055929 0.12650558 0.15486841 -0.22885512 0.18064389 0.25211808 -0.23308508 0.21630324 -0.054519333 -0.33111328 0.11392624 0.24403019 0.108591534 -0.2945693 0.41000763 0.0264678 0.057444293 0.029903663 0.05983642 0.23637165 -0.041309908 0.03399364 0.065399475 -0.042616487 0.12859921 -0.10132695 0.16360393 -0.3062253 0.25958368 -0.017171718 -0.20235047 0.1580147 0.2398486 0.21724208 0.03130639 0.40401083 0.1562398 0.0645123 0.03592606 0.20669599 0.14069164 0.19734752 0.021137092 0.10713276 0.013613946
348,-0.09601142 0.36054686 0.11320663 0.23848867 -0.009360255 0.13409972 0.10007129 0.3943069 -0.04699115 0.05906994 -0.025922216 -0.3768939 -0.09010671 0.18806049 0.17590417 -0.20788774 0.24114841 -0.29509398 0.04691949 -0.3538033 0.15013535 0.13781624 -0.18077393 -0.11206343 -0.022750948 0.11168035 -0.25037244 -0.028528254 -0.24913001 0.087218076 -0.12854265 0.22172269 0.01588335 -0.13152073 -0.17028914 0.31058422 0.15198255 -0.49125776 -0.042783137 -0.10757903 -0.1273349 -0.32119092 0.05467154 -0.14544836 0.44223198 -0.023778446 0.08013802 -0.2241918 0.096644536 -0.2525224 -0.07360043 -0.0024681406 0.06821698 -0.080915764 -0.01991056 0.058202334 0.00030677934 0.04781606 0.059648752 -0.0485831 0.21602738 -0.22349088 0.06301573 -0.034933213 -0.12618987 0.3197124 0.11121792 0.33872408 -0.081356645 0.12711082 -0.17034234 0.118902795 0.015642498 -0.15828094 0.22892067 0.101059765 0.0969288 0.07324119 -0.25759274 0.12231196 0.032384608 -0.07555249 -0.26639444 0.33177587 0.20921598 -0.26015502 0.0876933 0.13508423 0.3208224 -0.30356458 0.4280695 -0.10181276 -0.21452807 -0.08424752 0.4953903 0.6693481 0.097298615 0.07739979 0.058999997 0.07589764
265,-0.07666666 0.23488641 0.08903612 0.15425964 -0.032836933 -0.0070285345 0.14513947 0.2725001 -0.095115244 -0.044789255 -0.09645615 -0.27637365 0.014655385 0.26724872 0.06603386 -0.14926387 0.12798789 -0.4202435 0.051892582 -0.31159255 0.11490892 0.078074016 -0.16365275 -0.07078188 -0.12812614 0.05597415 -0.0025302735 0.08494813 -0.33092138 0.0838672 0.11961584 0.06990738 0.023180975 -0.1877692 -0.23989315 0.21603075 0.24739403 -0.34559372 -0.2359227 -0.17217849 -0.022559868 -0.21946079 -0.28139967 -0.15513438 0.44809997 0.065666266 -0.0502101 -0.21711087 0.24094862 0.013484178 0.23768187 0.002880402 0.01155615 -0.054289717 -0.15234677 0.14254406 -0.02527835 -0.116088085 -0.20215696 0.2141179 0.020033242 -0.11748585 0.13695177 -0.14084943 -0.022202004 0.24963258 0.07438366 0.025023324 -0.23631382 0.18249148 -0.167047 0.14465871 -0.061416443 -0.020377029 0.17080681 0.0886513 -0.07761675 0.05205698 -0.12634559 0.11336717 -0.100315735 0.1408279 -0.32762575 0.28783703 -0.21881358 -0.24991754 0.17118485 0.24752593 0.24894977 -0.07888644 0.43148535 0.012654946 0.03199968 -0.071038336 0.19360492 0.41446304 0.22315305 0.048242737 0.053456627 -0.091149725
185,0.02139376 -0.2632882 -0.12819895 0.015953297 -0.11274959 -0.36281368 0.037916288 0.40271008 -0.40209463 -0.30085734 -0.15059702 -0.43353897 0.116733514 -0.3410608 -0.1924783 0.020309802 0.0709265 -0.41702488 -0.20944086 -0.2609509 -0.09712854 -0.25594437 0.24729869 -0.4935763 -0.22045793 -0.040465545 -0.19062127 -0.26104748 0.08334177 -0.3739627 0.032210704 0.08592826 0.48204556 0.14522636 0.14875321 0.40537405 0.14866139 0.09701112 -0.14194098 -0.2336124 -0.058577746 -0.09561806 0.20073162 0.17819443 0.11581639 0.03887815 -0.25322133 0.0076508885 -0.006269117 0.393405 -0.15128826 -0.20766373 -0.17023307 0.07002733 0.23569502 -0.23745854 0.2786283 -0.07773162 -0.34846115 0.18227822 -0.07910258 -0.062263276 0.30078045 -0.123498425 -0.5155888 0.2148652 -0.03576371 0.31311253 -0.33309913 0.6315113 -0.23598444 -0.034171548 0.26515517 0.0052235313 0.5561661 0.02333032 0.12223518 -0.28204107 -0.14379767 -0.13851312 -0.2680951 0.14960805 -0.3938787 0.22607945 -0.16042143 -0.117364824 0.032006975 0.18069582 0.20108567 0.19280322 0.1885266 0.40760857 0.0027262461 0.35872716 0.43833295 -0.26736313 -0.083608255 0.10626072 0.26341766 -0.16120562
153,0.20038573 0.23168768 -0.27482453 -0.09579528 0.19639409 -0.5055381 0.24665633 0.47930586 -0.09637047 -0.1875134 0.121441424 -0.33120346 -0.041774157 0.019467417 0.07903469 0.11702262 0.14093666 0.041629642 -0.16366522 -0.5073298 0.03896444 -0.23226997 -0.03627468 -0.40950575 -0.17909166 -0.18384218 -0.13218378 -0.2366671 0.016621247 -0.16676074 0.2877268 -0.12979059 0.09471366 -0.1690445 -0.025711536 0.16813943 0.017424399 0.109263256 0.31452522 -0.25243482 0.04437946 -0.1287687 -0.010816932 -0.06352968 -0.0055762334 -0.20878504 -0.18363912 0.1355456 0.19345774 0.12607786 0.12322855 -0.25613263 -0.05852259 0.12576267 0.023211354 0.2740354 0.3086171 0.13035727 -0.27796945 0.30973354 -0.06942185 0.1642824 0.19943258 0.09142506 -0.4372901 0.36152217 -0.08873976 0.21696207 -0.18516412 0.10066078 -0.1395419 -0.11513334 0.3351587 0.06761796 0.29341507 -0.12751617 -0.22214988 0.2238756 -0.17909211 -0.10884186 -0.26441392 0.035973936 -0.38368616 0.52761084 -0.099325925 0.28575784 0.36501274 0.25172964 0.2433426 0.049032826 -0.0018766108 0.24917395 0.19343041 0.087362304 0.32667017 -0.07777278 0.024218451 -0.15320198 0.21917139 -0.12734275
529,-0.119659826 0.17073876 0.1320507 0.1723307 0.068116896 -0.20619915 0.062497567 0.27021822 -0.13559477 0.04253945 -0.036771663 -0.31775603 -0.1594431 0.108277075 0.047204737 -0.032401454 0.08787412 -0.40852314 0.035969824 -0.2588219 0.0003582641 0.27887133 0.1338877 -0.14126177 0.015341703 0.043086704 -0.10430718 0.1148333 -0.17894785 0.0617462 0.07813432 0.017255107 0.14390858 0.025288211 -0.2267433 0.17102785 0.21120885 -0.28796235 -0.038879115 -0.16635509 -0.025984565 -0.121435076 0.08194629 0.026557993 0.3273087 -0.09413087 -0.039435804 -0.17579314 0.12314959 -0.059922583 0.048962317 -0.11675157 -0.116572775 -0.015561705 -0.119440965 0.0025551142 0.15330869 0.03745813 -0.1407888 0.13963753 -0.11337764 -0.099038035 0.058689967 0.011699334 -0.15981509 0.13763317 -0.01361234 0.29829344 -0.1299793 -0.0039907563 -0.16647215 -0.03307069 0.06253388 0.040705632 0.2058097 0.036871165 0.06797098 -0.050610524 -0.25536913 0.0035448938 0.054476026 -0.046147455 -0.100630835 0.21947108 0.007058919 0.042544052 -0.19711101 0.068527445 0.28877938 -0.09707972 0.21519463 0.026707886 -0.19749777 0.00041045182 0.3466135 0.46902534 0.22872274 0.03183077 0.05570014 0.044384968
70,-0.04731251 0.0946395 -0.23131107 0.064544395 0.03503939 -0.3078778 0.024508128 0.33852524 -0.30656618 0.027762985 -0.0751823 -0.24731301 -0.050438553 0.04809471 0.045789514 -0.09490426 0.07433853 -0.1367401 0.03137906 -0.26350638 -0.0044102124 -0.021413779 0.05121347 -0.39553097 -0.08882005 0.08417943 -0.040824607 -0.25495437 -0.033329453 -0.1719279 0.23850988 -0.0029084187 0.23810522 0.15383257 -0.069985986 0.060393687 -0.08346856 -0.039615594 0.109803505 -0.36369437 0.1124303 -0.107218 0.03957286 0.008947927 0.01326507 -0.09196497 -0.017954124 -0.18796238 0.12797034 0.09724187 -0.056066908 -0.08389829 -0.1105595 0.18085894 -0.0073000216 0.030866612 0.08264828 0.06723907 -0.27418363 0.26616138 0.087030135 -0.02780565 0.13932008 -0.04161439 -0.31391516 0.050195623 0.03552676 0.20380263 -0.20084736 0.2969374 -0.18887289 -0.022147208 0.15551752 -0.037639376 0.3483767 -0.071870096 -0.036582343 -8.373564e-05 -0.13795519 -0.062108528 -0.09099482 -0.017312717 -0.28114215 0.12648548 0.0330185 -0.027704503 -0.036303524 0.24909249 0.2619215 -0.04179834 0.09689496 0.23115945 0.1227486 0.12106297 0.20741774 -0.02205074 0.07934875 -0.073642194 0.13831626 0.030645499
899,-0.17888844 0.18616836 0.23709278 -0.26329008 -0.06036008 -0.13748936 0.16607372 0.16856693 -0.14191352 -0.051577207 0.12847523 -0.13255484 0.14524162 -0.055935383 0.0809583 -0.006709427 -0.035716616 -0.09515607 -0.043136377 -0.4303888 0.09868212 0.10014701 0.053060435 -0.16655734 -0.20002107 -0.29006425 -0.029402146 -0.18548915 -0.1936583 -0.10772637 0.028750654 0.29101598 -0.26563638 -0.16003756 -0.2263707 0.1760661 -0.014470553 0.14869393 -0.21612348 -0.27759135 0.08812573 0.01588531 -0.32628778 0.023351477 0.19161856 -0.0585809 0.022854256 -0.049137957 0.013076742 -0.040797513 0.27631158 -0.15497728 0.20082793 -0.16484123 -0.27194774 0.13528393 0.09011687 -0.10173605 -0.046255585 0.13567182 0.103456125 0.37361157 -0.1396639 -0.050386246 -0.28607658 0.104718275 -0.06196119 0.16206113 -0.42863268 0.22395456 -0.14322118 0.2414218 0.3158199 0.055918124 0.20073028 0.28676474 0.16296582 -0.1777847 -0.33562538 0.18108843 -0.058114745 -0.21469809 -0.3437856 0.27845153 -0.27702117 -0.078165844 0.14532325 0.18583228 0.115034975 -0.0274337 0.2497708 0.2311431 0.2051141 0.15294816 0.34120637 0.16269404 0.18072288 -0.1192024 -0.07739729 -0.0037238246
596,-0.094033666 0.16071594 -0.12260663 -0.12173878 -0.01708107 -0.19507186 0.14111736 0.22061844 -0.07722337 -0.009333715 -0.0047754645 -0.355969 0.0939715 0.093745515 -0.109953225 -0.06801804 -0.10581661 -0.35764512 0.06499621 -0.35238022 0.09829401 -0.091145106 -0.07093614 -0.1394176 -0.07507322 -0.06792792 -0.02398752 -0.25311303 -0.17469104 0.07337171 0.101371706 0.121820405 -0.107964024 -0.110530384 -0.117158055 0.08316963 -0.3049176 -0.09139157 -0.084161654 -0.19827424 0.24912176 0.017758323 0.016205287 -0.05412165 -0.055778816 0.08025851 -0.07531067 -0.054438133 0.28814372 0.038192257 0.33017936 0.06388769 0.08823595 -0.10077746 -0.06762398 0.070306845 0.14854461 0.04820463 -0.29812032 0.16251297 0.03187377 0.0865627 -0.07560427 -0.19655615 -0.1943799 0.015594264 0.26720953 0.16817276 -0.33094847 0.32319334 0.13575518 0.10501233 0.034623556 0.08682458 0.16049987 0.20457627 -0.11174722 -0.15903366 -0.21766698 0.20830718 -0.2518366 -0.023408325 -0.23891823 0.27315366 -0.24486548 0.039601672 0.16630317 0.30724627 0.2694587 0.06166233 0.18451445 0.30848244 0.25521868 0.03406717 -0.013621933 0.00076756143 0.20040531 -0.10898976 0.21464974 -0.036887985
95,0.20130095 -0.0037971837 -0.22132957 0.17517646 0.007850238 -0.30433917 0.03968293 0.29761037 -0.20915063 -0.10456494 -0.17858173 -0.18051341 -0.044641323 0.04828285 0.0057728156 -0.11997761 0.12361805 -0.25350568 -0.081343524 -0.24472404 -0.10896267 -0.21320216 -0.06687919 -0.300505 -0.09729707 0.022587543 -0.19474779 -0.120597936 -0.16234992 -0.08781868 0.1320264 0.04109439 0.3921096 -0.03975128 0.055341784 0.2810646 0.09893338 -0.29947913 -0.20463876 -0.13849223 0.10248023 -0.16465816 0.08196365 -0.033992697 0.29768136 0.13739485 -0.28244027 -0.24524236 0.40250897 0.31391943 0.10507438 -0.023310931 -0.07885964 0.13972971 -0.066770524 0.0348021 0.09079276 -0.07896046 -0.37320405 0.26126778 0.14301422 -0.17688343 0.30368087 -0.11370673 -0.2494666 0.18866876 0.06661226 0.113925 -0.36676058 0.44286114 -0.1961331 0.096691884 0.09353477 0.06759238 0.35543206 -0.03337553 0.007781457 -0.13155073 -0.040604778 0.039029624 -0.24202472 0.2044612 -0.31922168 0.27513793 -0.16869433 -0.14850733 0.14451332 0.20136641 0.24410297 0.24092272 0.2439332 0.20645882 0.016293416 0.093080245 0.16519016 0.08477634 -0.07532246 0.046445075 0.14368205 -0.14508039
