movieId,vector
539,0.07119774 0.12854934 0.07424397 -0.11317725 0.10156792 -0.2743593 -0.06459892 0.3752749 -0.014460144 -0.09181412 0.019507173 -0.3346414 -0.07358016 0.060332626 0.084984146 -0.15199895 -0.23283158 -0.12384743 0.20399109 -0.14502585 0.08360572 0.21458933 -0.14537036 -0.21189038 0.08457084 0.03726077 -0.05308851 -0.23449661 -0.1163452 -0.0857056 -0.036040545 0.07179786 0.08928344 -0.027568623 -0.12550257 0.31674063 -0.012355801 -0.04049215 -0.04115189 -0.30090937 0.36194095 -0.15842666 -0.20467603 -0.04634465 0.34089953 -0.098376095 0.06892657 -0.011359053 0.04069094 0.085621655 0.07648016 -0.022319121 0.12850936 0.028601902 0.08668168 0.19308412 0.07451037 0.09799024 0.13610455 -0.04980238 0.02164488 0.16618343 0.05528789 -0.028167924 -0.05676366 0.08414007 0.22766806 0.19609427 -0.28595898 0.072806634 -0.020339325 0.017148279 0.1855547 0.13146363 0.18047045 0.0061761825 0.04356493 -0.122529484 -0.19074441 0.24963535 0.004543928 -0.015880562 -0.25745317 0.353818 -0.0889668 -0.034588713 0.28180254 0.30157036 0.15386692 0.17334385 0.089787304 0.27474996 -0.011832866 0.1872821 0.45700616 0.24226421 -0.047192346 -0.05801533 0.0142151285 -0.15520802
587,0.04619331 0.12866987 0.12959054 -0.09288948 0.110378645 -0.28815702 -0.08060812 0.3838808 -0.02157001 -0.101806805 0.027610382 -0.3345373 -0.08569145 0.05316039 0.084820636 -0.16871142 -0.2702625 -0.11878461 0.20579864 -0.08530798 0.07917173 0.23963393 -0.18363056 -0.2417504 0.11040308 0.058161154 -0.052897427 -0.2377614 -0.16381054 -0.09370189 -0.017330527 0.07625347 0.05845071 -0.033422433 -0.12285262 0.32676032 -0.015731169 -0.010320421 -0.022801606 -0.31035194 0.3687778 -0.14715423 -0.21822314 -0.0578914 0.3409633 -0.12239219 0.08450818 -0.0052134194 0.05579227 0.06869615 0.07404513 -0.030226467 0.133453 0.039177462 0.08178329 0.20267256 0.07232779 0.10081366 0.18590465 -0.054096486 0.020893859 0.20333198 0.047748562 -0.037313957 -0.041652873 0.09658139 0.23482291 0.20621744 -0.28101715 0.0616348 -0.03507107 0.047050234 0.19577745 0.1399327 0.18740772 0.02737855 0.033252187 -0.13977706 -0.19541246 0.2542193 0.033340912 -0.040999897 -0.25842863 0.3820898 -0.11617392 -0.05344091 0.2837672 0.2889676 0.10992475 0.18528533 0.0722535 0.29889977 0.0071057626 0.19609196 0.47028375 0.22919676 -0.056868613 -0.033477627 -0.0032571794 -0.15818731
904,0.15254363 0.22323225 -0.33177084 -1.9250698e-05 -0.03283317 -0.047118 0.40671146 0.30479488 -0.091702454 -0.07451332 -0.26198554 -0.19526581 0.123156495 -0.1128521 -0.21701118 -0.009766489 0.30690622 -0.31336868 -0.0042956225 -0.5494236 0.005312365 -0.0044291154 0.31882122 0.1580251 -0.12375439 -0.0014518359 -0.099833414 -0.16491947 -0.14144073 0.113552235 0.09545807 -0.20325983 0.12649712 -0.10251658 -0.25219065 0.20484956 -0.06637747 -0.30310574 -0.06500678 -0.19413275 -0.06597822 -0.15270455 -0.002047084 -0.05190712 0.20213385 0.1658021 -0.05944356 -0.25716326 0.0485595 0.126372 0.06292872 -0.20428127 -0.08432821 -0.2131211 -0.16682966 0.05860731 0.0017035047 -0.07488016 -0.5635518 0.0951958 0.115133055 -0.22309645 0.096693374 -0.037505813 -0.34417003 0.10875938 0.07290942 0.075701885 -0.22215104 0.27931666 -0.11994766 0.0376484 0.12454704 -0.07957071 0.079757296 0.0650065 -0.08430849 0.12583643 -0.0424644 0.032345984 -0.21663862 0.10847297 -0.28772095 0.03951098 -0.1187246 -0.09753973 0.031123057 0.1441764 0.27231053 -0.3229709 0.26005158 0.0019167449 0.06637571 0.028199803 0.19350955 0.13928558 0.18618701 -0.09658939 0.008254726 -0.029369926
253,0.106576085 0.21373841 0.020627564 -0.09023858 0.17948265 -0.3614394 0.06299386 0.48773578 -0.107603095 -0.11232647 0.1034752 -0.35881615 -0.13305102 0.036275305 0.13038754 -0.14946759 -0.12234535 -0.064605035 0.033108495 -0.28723276 0.12132491 0.26280057 0.021629948 -0.26741898 -0.07293418 0.05591435 -0.1320608 -0.15433943 -0.23976687 0.060569912 0.22757441 -0.22231767 0.18369354 -0.2061653 -0.13737471 0.35491958 -0.11885598 0.036451496 -0.029119996 -0.24163425 0.34750134 -0.14319344 -0.2247418 0.16930148 0.36532226 -0.02850424 0.040369134 -0.0845339 0.11357077 0.13687943 0.134666 -0.041707333 0.066965915 0.09558491 0.10122062 0.31568697 0.16702493 -0.002915558 0.22478136 -0.046044424 0.061947312 0.16251972 0.07594798 0.05458422 0.04651077 0.42106134 0.19223565 0.22889833 -0.36911428 0.096006386 -0.16294779 0.056629334 0.2631316 0.1695916 0.14568466 0.08925353 0.01190129 -0.009674523 -0.15440841 0.024327109 -0.12520003 0.103559844 -0.27502328 0.46109387 -0.19284031 -0.023177871 0.40644 0.21909235 0.11850001 0.27974918 0.20000671 0.16697575 0.0944098 0.10872067 0.37973964 0.15034196 0.058355052 0.056095198 -0.044681847 -0.20916475
367,0.093081355 0.16600418 0.10535682 -0.12664774 0.17574134 -0.3638004 -0.0036635532 0.47608104 -0.08663528 -0.12699531 0.09099411 -0.37967563 -0.1326275 0.05297295 0.13366683 -0.14176892 -0.20826553 -0.0498085 0.10153053 -0.20520517 0.13295169 0.2683541 -0.04066576 -0.28868586 -0.00034515868 0.06122713 -0.10093197 -0.1562602 -0.2081397 0.007856719 0.13862185 -0.12024835 0.15562645 -0.16457424 -0.15026554 0.36268452 -0.07686264 0.040562704 -0.04412271 -0.24153116 0.38237953 -0.1368289 -0.21336478 0.112673834 0.36093935 -0.09154871 0.044778172 -0.05887874 0.08212138 0.11834354 0.11855121 -0.022167755 0.094403185 0.10025905 0.110099375 0.28134182 0.17080535 0.06984128 0.26980007 -0.05117717 0.04853192 0.17930277 0.07281915 0.042809963 0.03816991 0.35525665 0.20595954 0.23225658 -0.34226924 0.072200365 -0.13823447 0.0769588 0.2509279 0.18045235 0.18862228 0.05201418 0.05516053 -0.06309628 -0.19048397 0.10710571 -0.071496375 0.050375152 -0.26339749 0.45208818 -0.16661711 -0.028356615 0.39852136 0.2613899 0.10321777 0.29015785 0.15599562 0.22503775 0.0662407 0.14114235 0.43916833 0.17719172 0.008542375 0.034355614 -0.021050226 -0.19444479
17,0.08105422 0.15864949 -0.038367458 -0.07035212 0.020551978 -0.15040192 0.09741973 0.27398986 -0.043951564 -0.053006254 -0.100672685 -0.23237586 0.005187386 -0.012763006 -0.034229238 -0.07360468 -0.009437411 -0.21969399 0.10877124 -0.3083914 0.03365672 0.07782764 0.030675104 -0.053504907 0.0013112591 0.05809336 -0.07222022 -0.190896 -0.11264296 -0.035284687 0.018743962 0.00353938 0.060670435 -0.036992606 -0.17042169 0.22257118 -0.008487893 -0.13833253 -0.06346703 -0.2660434 0.15347715 -0.13479643 -0.11153079 -0.08909995 0.25947797 -0.0043492937 -0.0016196881 -0.09769626 0.034914214 0.09582912 0.05061001 -0.07236699 0.043805793 -0.082727276 -0.023192288 0.10804943 0.021115884 0.052218378 -0.2055944 0.006055816 0.042549737 -0.007593569 0.061838835 -0.039141845 -0.16952297 0.035976566 0.1500579 0.13802113 -0.21741669 0.16129863 -0.095832095 0.02361883 0.10630479 0.0429129 0.10387191 0.03372219 -0.027051102 -0.03428526 -0.09735157 0.1503338 -0.046860397 0.009814232 -0.27241972 0.19867688 -0.10941911 -0.06330797 0.13451476 0.21303876 0.18455075 -0.06832288 0.110168345 0.15031624 0.007746762 0.10664949 0.31099036 0.21308637 0.027429748 -0.0702206 0.037168942 -0.10271276
161,0.116756685 0.22617976 0.047933362 -0.07530265 0.18705416 -0.43760693 0.082979135 0.5544838 -0.08959527 -0.14547253 0.173892 -0.36877286 -0.16586314 0.03292335 0.15498431 -0.18777978 -0.15474352 -0.03191745 -0.035609122 -0.27153504 0.1542425 0.29338485 0.029506804 -0.3417961 -0.12807018 0.041100163 -0.1411087 -0.15546842 -0.2579858 0.08485106 0.27438664 -0.2619609 0.21004961 -0.195534 -0.12378997 0.3785289 -0.16331042 0.07135384 -0.05256949 -0.22298376 0.41356814 -0.17934893 -0.26304808 0.23928209 0.40514535 -0.028411988 0.050675217 -0.092082165 0.12920624 0.16192421 0.20071535 -0.017671388 0.058266297 0.12638111 0.12638913 0.38962337 0.21798472 -0.07165878 0.31195596 -0.05631439 0.08352807 0.22987553 0.08684176 0.034407116 0.086854756 0.5260485 0.22258258 0.26213965 -0.42410463 0.08824343 -0.19988543 0.026304714 0.27859107 0.17104915 0.15098311 0.14171907 0.019912539 0.004102122 -0.17820656 -0.013370751 -0.13929093 0.16711888 -0.2827802 0.5502739 -0.2054534 0.0058598756 0.47830668 0.21066134 0.09857408 0.36252472 0.22997163 0.13700825 0.11910249 0.097460516 0.37856996 0.14112608 0.087069966 0.09428319 -0.075724386 -0.26560536
10,0.09080566 0.17731443 0.08681925 -0.080760166 0.16906291 -0.45161548 0.0592789 0.55043167 -0.106577024 -0.13642819 0.17538543 -0.3911505 -0.16330469 0.065591566 0.124405324 -0.1590365 -0.17627002 -0.050318535 0.015472461 -0.2438298 0.16426085 0.27090585 0.014838966 -0.33067545 -0.119876735 0.052319463 -0.11075022 -0.1324494 -0.2917678 0.07589524 0.30939332 -0.25092217 0.19692715 -0.22416787 -0.14686169 0.35886276 -0.1197995 0.078068696 -0.024911486 -0.21909603 0.4040034 -0.15875193 -0.24987076 0.2104233 0.37483507 -0.08300503 0.034058433 -0.04730095 0.14065039 0.122811474 0.16879375 -0.030529141 0.12517199 0.14276984 0.11939811 0.41328916 0.23852335 -6.6349865e-05 0.32216656 -0.046727177 0.05405962 0.20507798 0.07186349 0.042873807 0.041383907 0.4860708 0.21037196 0.27565533 -0.39713913 0.09019061 -0.2112803 0.04872047 0.29750457 0.19091636 0.16342854 0.122586764 0.017916761 -0.021998545 -0.19995742 0.016611096 -0.12280975 0.14225078 -0.28014913 0.52573484 -0.24413435 -0.015443058 0.41737384 0.22669937 0.100504845 0.35090762 0.238877 0.1676534 0.13331524 0.124200046 0.40049648 0.12913465 0.06578501 0.09514591 -0.038524758 -0.2310891
21,0.13518588 0.19187027 -0.009189702 -0.09908759 0.12519008 -0.26174816 0.06513862 0.38728735 -0.09398665 -0.110701196 0.027198909 -0.2714215 -0.08773746 0.026622573 0.07319286 -0.1145427 -0.075429656 -0.0796258 0.04049187 -0.29353854 0.089190654 0.19405948 0.017195875 -0.16313069 -0.004150248 0.04429655 -0.11085006 -0.1817603 -0.13762513 0.040390916 0.06516662 -0.1349058 0.15439594 -0.15236333 -0.13277394 0.34071788 -0.09202729 -0.011374311 -0.029459385 -0.24730864 0.290921 -0.14513351 -0.15646343 0.065848954 0.31542757 -0.040599745 0.027362235 -0.12046198 0.0721082 0.12603568 0.07625022 -0.04804582 0.021199068 0.008922905 0.043524053 0.181149 0.09724943 0.03213151 0.08382077 -0.017026797 0.07357388 0.089085564 0.08566844 0.02456963 -0.057458363 0.26879153 0.1942937 0.18635431 -0.31137377 0.11204548 -0.120592594 0.046230685 0.16826072 0.12685752 0.137248 0.044054873 -0.003976313 0.022859238 -0.12861653 0.09130802 -0.092924245 0.06798682 -0.26290616 0.35704654 -0.1373754 -0.022841327 0.29847583 0.19534042 0.1417576 0.14375143 0.12237773 0.15015988 0.05399559 0.08651668 0.35795256 0.18610737 0.047875613 -0.027814526 -0.029172488 -0.15047452
923,0.15773952 0.22998826 -0.35695305 0.018459244 -0.051210437 -0.021347672 0.449503 0.28935537 -0.11457823 -0.077212 -0.27592108 -0.20804541 0.12676768 -0.15178841 -0.23413053 -0.0025744026 0.34301692 -0.30679786 -0.037948303 -0.59862125 -0.0057664374 0.0061006844 0.3364557 0.1722358 -0.1293432 0.011169037 -0.09677417 -0.18007036 -0.118890405 0.11870985 0.07913327 -0.21512559 0.13754125 -0.11410345 -0.25854155 0.20876494 -0.0725679 -0.31670454 -0.05954526 -0.21322446 -0.0625588 -0.16037825 0.0031945745 -0.03911446 0.2122598 0.18033956 -0.07342926 -0.29492503 0.04181582 0.1301508 0.05661612 -0.21489795 -0.11116562 -0.22335629 -0.17502649 0.04088862 -0.008219366 -0.10448393 -0.5815759 0.11363382 0.11881896 -0.24317065 0.109646074 -0.04660472 -0.36019912 0.10962431 0.056347232 0.077435456 -0.23660517 0.27730033 -0.13548644 0.03312025 0.12168283 -0.07478359 0.06841484 0.06568997 -0.08993494 0.13876449 -0.04101846 0.01927857 -0.22594543 0.12933949 -0.27712336 0.022610016 -0.1164757 -0.116151385 0.03038046 0.13637215 0.27072316 -0.34368986 0.24514091 0.001609773 0.081831 0.03592896 0.2188515 0.15106948 0.19718003 -0.09580033 0.007849716 -0.022670696
316,0.08401596 0.18031387 0.09574207 -0.056044225 0.19075976 -0.45390633 0.11085265 0.55222577 -0.107051015 -0.16660783 0.17587267 -0.397091 -0.17971207 0.042006608 0.14491597 -0.13088863 -0.14280763 -0.012464088 -0.023390789 -0.28724924 0.14665392 0.29050216 0.060349878 -0.32883325 -0.15626615 0.07091448 -0.15547661 -0.08289184 -0.2882902 0.09739153 0.34889954 -0.31705278 0.21715188 -0.23455526 -0.16494079 0.36247692 -0.1191616 0.07067907 -0.028099667 -0.18035942 0.36918586 -0.14911665 -0.23587663 0.24739893 0.38604093 -0.05385987 0.008469602 -0.08183431 0.14904654 0.13979878 0.18507282 -0.029260844 0.100288376 0.16162062 0.09214508 0.44333306 0.26447585 -0.032111846 0.31986573 -0.029736746 0.056254994 0.20278844 0.06918901 0.06397521 0.058905028 0.5526662 0.16211967 0.26813364 -0.3971668 0.096684605 -0.23503828 0.057186995 0.31545952 0.18451902 0.15805615 0.14150856 0.030345237 -0.0005112522 -0.17931226 -0.050975136 -0.16972728 0.16402277 -0.25395036 0.55041057 -0.24412003 0.01839561 0.4450172 0.20680615 0.08507681 0.3347824 0.255051 0.13069613 0.14788666 0.10270751 0.36266634 0.12550655 0.08354606 0.11169358 -0.04698531 -0.23329015
908,0.116082214 0.18991189 -0.30851635 0.011958006 -0.052055866 -0.039546695 0.38763708 0.28737026 -0.08457607 -0.06903693 -0.25043827 -0.20428874 0.12008469 -0.12907049 -0.21102126 -0.021754425 0.2779571 -0.30709013 -0.015688984 -0.53498036 0.0029314726 0.0010542293 0.2927318 0.12636477 -0.13468164 -0.0077648647 -0.06598295 -0.20687771 -0.13009849 0.096672885 0.071095735 -0.17402332 0.115626805 -0.08683429 -0.23926218 0.18855007 -0.07859256 -0.2952106 -0.052558172 -0.19568004 -0.013418616 -0.15919743 -0.035871398 -0.06052728 0.22388908 0.14784768 -0.035996147 -0.2520637 0.061933786 0.11117283 0.08044209 -0.20410416 -0.07347441 -0.16297756 -0.17818907 0.07350248 -0.010044098 -0.089698136 -0.5223102 0.10125528 0.0993227 -0.17557123 0.077341065 -0.053264085 -0.3132847 0.09230381 0.06015752 0.08343434 -0.23608495 0.25140902 -0.10126737 0.046157833 0.1395727 -0.08444884 0.08334275 0.05635881 -0.07670803 0.10034145 -0.07108603 0.03721739 -0.20250307 0.09832251 -0.2655916 0.0525921 -0.12323461 -0.1144622 0.013804362 0.15918949 0.27117062 -0.30232325 0.25552887 0.020513393 0.08731147 0.05093647 0.23451947 0.15756646 0.1810259 -0.08613968 -0.0036541496 -0.013598403
62,0.019709788 0.102512725 0.13011086 -0.09655699 0.049277607 -0.25828734 -0.05124663 0.3340646 -0.03576514 -0.06139826 -0.073563404 -0.30519637 -0.060165443 0.04337665 0.012094755 -0.12646967 -0.20729676 -0.21640809 0.23889786 -0.16159627 0.06760584 0.10068697 -0.102673136 -0.18103589 0.064012796 0.12855782 -0.0680815 -0.22627729 -0.16247508 -0.09268673 0.028405622 0.08333589 0.005238474 -0.032569498 -0.14438586 0.2304712 0.021336094 -0.07511879 -0.052247252 -0.2981734 0.22059381 -0.10469153 -0.14969975 -0.13965152 0.26707414 -0.12889874 0.018683672 -0.0019417955 0.07044008 0.028700352 0.058412567 -0.036911845 0.19604671 -0.011850687 0.029811135 0.14606959 0.08854038 0.15342028 -0.041830987 0.012633579 -0.030413805 0.083716735 0.034887884 -0.045744788 -0.13553257 0.03207742 0.1956207 0.17246105 -0.20538227 0.12500648 -0.11971846 0.03558643 0.13945033 0.078935735 0.11307661 0.014866022 0.029242227 -0.13088828 -0.118244946 0.2355986 0.01432275 -0.021606121 -0.2938057 0.25572768 -0.16173548 -0.089481786 0.14044799 0.3032273 0.14506592 0.0517725 0.07037506 0.253889 -0.0148649635 0.12454461 0.42554015 0.21480241 -0.05869092 -0.08010703 0.078252055 -0.112695746
474,0.07887969 0.1365837 0.02308085 -0.08575661 0.07552407 -0.23990409 0.07153654 0.34960723 -0.05011481 -0.08107674 -0.06402638 -0.26445812 -0.0712505 -0.0022301977 0.03196196 -0.09036 -0.08544001 -0.13984033 0.099247806 -0.25200027 0.06435229 0.1311801 -0.019839264 -0.124865144 0.009177119 0.08436932 -0.10625239 -0.16956499 -0.16067892 -0.012811945 0.09197301 -0.068297654 0.068595976 -0.09927436 -0.13347901 0.27717274 -0.033942092 -0.07088645 -0.057257462 -0.23178957 0.17436267 -0.114103764 -0.13142361 -0.03889377 0.27772292 -0.062380936 -0.0188569 -0.08846966 0.07715523 0.07063759 0.079965174 -0.06116598 0.11366126 -0.0100286435 0.0023120022 0.14926429 0.11001272 0.061436217 -0.025815202 0.02495965 0.0059809554 0.044624515 0.048646294 -0.035910215 -0.10664787 0.14498113 0.15918994 0.15077202 -0.2512952 0.11037081 -0.15689792 0.0379549 0.1238188 0.07460041 0.105036154 0.046109524 0.025735242 -0.016677648 -0.12390882 0.12824482 -0.08029945 0.05004364 -0.2511041 0.29040524 -0.16816151 -0.03396871 0.17811893 0.2008455 0.12047267 0.048746184 0.1170513 0.17497794 0.01297383 0.08454841 0.3441985 0.17558354 0.023229305 -0.066820495 0.024170374 -0.08861925
454,0.08005774 0.1927281 0.1313835 -0.12587331 0.1787653 -0.4013578 -0.04072321 0.49629804 -0.068610184 -0.13075118 0.13029699 -0.3941959 -0.15778528 0.070300706 0.16775388 -0.18810073 -0.2544356 -0.053698104 0.10691582 -0.16143943 0.12314788 0.28549805 -0.11758118 -0.3146626 0.014953923 0.0568473 -0.0896404 -0.18957637 -0.21874821 -0.016078722 0.13069128 -0.104190975 0.14406875 -0.13285427 -0.11659764 0.3795507 -0.07525659 0.057246394 -0.024526866 -0.29053763 0.4414406 -0.16493694 -0.24797845 0.10854056 0.39934638 -0.12219501 0.05141978 -0.027106972 0.11120415 0.12575093 0.13074884 -0.024885615 0.13668074 0.10480668 0.13008997 0.3197042 0.16723403 0.061848648 0.3155642 -0.07063334 0.033263568 0.23990943 0.050507225 0.01858073 0.038460508 0.3472835 0.25540832 0.25470582 -0.37181607 0.063220024 -0.14128213 0.064782955 0.25695366 0.17852415 0.18908338 0.08313335 0.06618597 -0.08178499 -0.20999977 0.14156699 -0.043425046 0.051166594 -0.2862311 0.5223503 -0.17603965 -0.013433263 0.39918622 0.2662236 0.10629611 0.3415077 0.13855886 0.24704234 0.04570107 0.15456593 0.47316372 0.20070034 0.01456271 0.013196466 -0.015694791 -0.2173456
736,-0.021267155 0.077661395 0.25056952 -0.0947936 0.12727915 -0.39735118 -0.0769673 0.44733232 -0.059127938 -0.103163876 0.05258694 -0.3872521 -0.16664298 0.07022507 0.08282164 -0.15135574 -0.26997852 -0.12754951 0.16896603 -0.14207004 0.11446233 0.16901681 -0.07059525 -0.33613873 -0.008962917 0.13327567 -0.099038735 -0.14199924 -0.28370556 -0.04501453 0.23230465 -0.060707867 0.02912551 -0.14182805 -0.15976572 0.26137367 -0.009750434 -0.00044941733 -0.037947845 -0.2272945 0.26874313 -0.08915909 -0.20058471 -0.002029234 0.31744644 -0.18123421 0.009352921 0.050211456 0.111914545 0.052617688 0.14892909 -0.035104185 0.25547072 0.14278926 0.042417612 0.34960043 0.22817731 0.1485611 0.16992551 -0.0035895433 -0.07318457 0.187257 0.013987935 0.0051023914 -0.028181303 0.23580621 0.17348342 0.25819284 -0.23269603 0.08024192 -0.20892142 0.06087282 0.24970125 0.15391321 0.10316456 0.05541791 0.057009395 -0.15543644 -0.16390342 0.13170038 -0.044593167 0.01715164 -0.2855145 0.43441626 -0.2396097 -0.024862107 0.24897856 0.3053704 0.08154723 0.2464954 0.17442484 0.2541346 0.052971147 0.13586317 0.45968658 0.17481232 -0.04510701 0.017891606 0.049259163 -0.15786263
551,0.0698513 0.1317923 -0.05604965 -0.051414274 0.03386549 -0.14152464 0.15571749 0.28943047 -0.06590292 -0.062716894 -0.1290184 -0.23456085 -0.006699468 -0.05157069 -0.053140648 -0.06697912 0.020674504 -0.21726234 0.05880011 -0.3296839 0.023715219 0.0810946 0.06719802 -0.013999317 -0.006894059 0.049566258 -0.07860098 -0.18675047 -0.15297733 0.0038870422 0.04549453 -0.06058956 0.07915047 -0.07594705 -0.17798108 0.23833078 -0.03458155 -0.15239519 -0.0386228 -0.2427712 0.115720525 -0.14513637 -0.076302305 -0.056569748 0.2370549 0.010540851 -0.02070366 -0.12785117 0.050851595 0.100052685 0.054673374 -0.114019744 0.0525803 -0.07531057 -0.051933847 0.095731445 0.041747626 0.03944225 -0.21621576 0.06640134 0.032666385 -0.018967958 0.05072766 -0.050008927 -0.20722619 0.07328247 0.13457507 0.1296402 -0.22428681 0.16405629 -0.12057139 0.031188708 0.112208046 0.0031057135 0.10054403 0.03460801 -0.007953514 0.016135737 -0.079388 0.11296761 -0.09248578 0.04905757 -0.25935948 0.1982621 -0.12587363 -0.039780688 0.101509556 0.20632768 0.18490358 -0.089192584 0.13890214 0.11699747 0.030298827 0.10037911 0.27882373 0.17080538 0.06369469 -0.09604844 0.03572711 -0.07313461
329,0.10467461 0.1930254 0.09512789 -0.07253677 0.20007674 -0.46091023 0.07043685 0.5617035 -0.105156966 -0.14808002 0.20841831 -0.4039494 -0.16595206 0.066971146 0.16533871 -0.14717686 -0.17974365 -0.020190693 0.0073676407 -0.29434827 0.17310937 0.3111698 0.03933428 -0.33828244 -0.16152643 0.06967116 -0.11954978 -0.09593275 -0.2916133 0.103318945 0.33466342 -0.30996126 0.21901844 -0.22127059 -0.14616731 0.37532735 -0.14304422 0.08200051 -0.034717333 -0.20269263 0.4187599 -0.19141226 -0.2516397 0.28259644 0.40991154 -0.057616908 0.03387084 -0.07705484 0.13068028 0.14621103 0.21102494 0.0008899676 0.08389086 0.15391558 0.13264968 0.44453323 0.26327837 -0.033314195 0.34193924 -0.06758451 0.059278037 0.23901702 0.078864574 0.08065407 0.07262566 0.5761865 0.19182956 0.2997749 -0.42058182 0.09419605 -0.22272098 0.03682079 0.32368594 0.19327891 0.18562537 0.14450617 0.015114997 0.0071891095 -0.19204609 -0.03802886 -0.16213815 0.1515908 -0.28184554 0.5716588 -0.2198198 0.013706068 0.47757939 0.23444167 0.118964985 0.36963993 0.26704985 0.14861502 0.13411994 0.121622965 0.39436856 0.1378753 0.083586335 0.12564409 -0.07093647 -0.24974191
39,0.10984306 0.16461213 0.026604963 -0.09870972 0.08415628 -0.22476795 0.023720847 0.3490322 -0.04507181 -0.06689822 -0.019608203 -0.28787363 -0.07453872 0.019553645 0.05458415 -0.13975884 -0.13912016 -0.13285719 0.117496975 -0.22507566 0.08371917 0.20008045 -0.062382128 -0.15579899 0.049390435 0.05503342 -0.07415099 -0.21447664 -0.123756506 -0.01762343 0.010148182 0.000441006 0.11638057 -0.06524016 -0.12360915 0.31217414 -0.012388657 -0.037506223 -0.053690948 -0.2626174 0.27992386 -0.15172163 -0.1597059 -0.00966063 0.3170965 -0.058295187 0.0493622 -0.05104893 0.057147946 0.10534802 0.057366364 -0.047193713 0.07041161 -0.010505383 0.037578396 0.16128148 0.05964222 0.06330332 0.05410243 -0.01908984 0.060530327 0.10462239 0.08108934 -0.017497363 -0.06273606 0.12850563 0.19581042 0.18420158 -0.29799137 0.10416362 -0.068387575 0.04932855 0.15642735 0.10624274 0.14930263 0.030696493 0.007582734 -0.056210767 -0.14223693 0.18546356 -0.015969064 -0.0036383069 -0.25556177 0.30148366 -0.09250953 -0.04605635 0.26336294 0.2529914 0.14182858 0.1251331 0.11015152 0.21106108 0.022179157 0.121495135 0.3728014 0.19493206 0.010370649 -0.044516288 0.0151963495 -0.15145914
11,0.075579785 0.13628711 0.08133474 -0.10920109 0.089935414 -0.26081133 -0.043073945 0.3702395 -0.027666459 -0.072655216 -0.041253705 -0.31470317 -0.08926234 0.050995596 0.060649224 -0.15578824 -0.2164713 -0.16016576 0.19095077 -0.16932976 0.07322835 0.20593472 -0.12730072 -0.175919 0.09299627 0.07041602 -0.065333456 -0.22958596 -0.11292023 -0.078150086 -0.017470263 0.083970666 0.06736931 -0.016319191 -0.13772643 0.30826086 -0.0040311865 -0.035100892 -0.0437539 -0.3121464 0.32200474 -0.1443995 -0.18069977 -0.06544696 0.32787266 -0.08163886 0.045718633 -0.040891435 0.048204985 0.082350455 0.058198053 -0.017019248 0.13697954 -0.014868939 0.05467807 0.13958874 0.056242976 0.1144262 0.06385197 -0.028911723 0.024104191 0.14497095 0.036906447 -0.054996047 -0.0735317 0.04988211 0.24045448 0.19413958 -0.28643727 0.08464273 -0.08311577 0.029963419 0.14205566 0.1109519 0.15183724 0.023225859 0.038664736 -0.09143656 -0.1652584 0.23759268 0.019188242 -0.026623987 -0.26578692 0.33228716 -0.10597008 -0.044535466 0.25592825 0.26654238 0.12808514 0.10884664 0.059383634 0.26048926 0.0027478395 0.15765005 0.44201234 0.236096 -0.020973884 -0.06793176 0.028287113 -0.14035386
292,0.12774071 0.24847545 0.082503214 -0.1087624 0.24266455 -0.50948095 0.047508474 0.6085507 -0.123479806 -0.17455988 0.25429702 -0.43365833 -0.19771326 0.061431017 0.20783946 -0.20985457 -0.21053627 0.0036644319 0.00076979666 -0.28138053 0.16355145 0.35110947 0.005321355 -0.42018425 -0.13424169 0.04730877 -0.13127528 -0.14814945 -0.31023648 0.093314946 0.3332087 -0.33230448 0.25456193 -0.24146214 -0.13447103 0.42235154 -0.18425894 0.13609384 -0.02051237 -0.23003499 0.5142613 -0.2059799 -0.30438152 0.28881148 0.4423973 -0.07489763 0.060879916 -0.08855366 0.15672278 0.17758314 0.20558031 0.0028801488 0.07915678 0.18745229 0.16457081 0.46874407 0.25549978 -0.05071811 0.45333326 -0.08771631 0.0844907 0.29029194 0.085790366 0.08099329 0.119507484 0.6117747 0.2696542 0.29388484 -0.48429734 0.077902034 -0.22559063 0.04023022 0.32984546 0.23431683 0.17815855 0.14176738 0.015918287 0.0007330117 -0.2260828 -0.002140141 -0.14933673 0.1668999 -0.29927906 0.6537373 -0.24437444 -0.0011205941 0.53383213 0.23689891 0.117939696 0.45666337 0.23076367 0.17265013 0.13335025 0.13191211 0.42683497 0.1508064 0.10121316 0.113574006 -0.09285347 -0.28650188
